Título,Ubicación,Versión,Color,Marca,Modelo,Año,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Dirección,Control de tracción,Capacidad de personas,Potencia,Precio
Impecable Chevrolet Cruze 2.0d Ltz At Año 2013 Con 106.000km,Bs.As. G.B.A. Oeste,2.0 vcdi 5 puertas,Gris,Chevrolet,Cruze,2013,Diésel,5.0,Automática,1.8,Hatchback,106000.0,Hidráulica,Delantera,5.0,141.0,11000.0
Chevrolet Cruze 1.4 Ltz At Sedan,Capital Federal,1.4 Ltz At Sedan,,Chevrolet,Cruze,2022,Nafta,4.0,Automática,1.4,Sedán,34000.0,Eléctrica,Delantera,5.0,153.0,21500.0
Chevrolet Cruze 1.8 Ltz Mt 141cv,Bs.As. G.B.A. Sur,1.8 Ltz Mt 141cv,,Chevrolet,Cruze,2014,Nafta,4.0,Manual,1.8,Sedán,149000.0,Hidráulica,Delantera,5.0,141.0,11000.0
Chevrolet Cruze 1.8 Lt Mt 5 p,Bs.As. G.B.A. Oeste,1.8 Lt Mt 5 p,Gris,Chevrolet,Cruze,2016,Nafta,5.0,Manual,1.8,Hatchback,120000.0,Hidráulica,Delantera,5.0,141.0,8800.0
Chevrolet Cruze 1.8 Ltz At,Ubicación no encontrada,1.8 Ltz At,Blanco,Chevrolet,Cruze,2014,Nafta,5.0,Automática,1.8,Hatchback,125085.0,Hidráulica,Delantera,5.0,141.0,8933.33
Chevrolet Cruze 1.8 Ltz Mt 4 p,Capital Federal,1.8 Ltz Mt 4 p,,Chevrolet,Cruze,2012,Nafta,4.0,Manual,1.8,Sedán,108500.0,Hidráulica,Delantera,5.0,141.0,8900.0
Chevrolet Cruze 1.8 Ltz Mt 4 p,Bs.As. G.B.A. Norte,1.8 Ltz Mt 4 p,,Chevrolet,Cruze,2013,Nafta,4.0,Manual,1.8,Sedán,200000.0,Hidráulica,Delantera,5.0,141.0,10000.0
Chevrolet Cruze 1.8 Ltz Mt 4 p,Capital Federal,1.8 Ltz Mt 4 p,Gris,Chevrolet,Cruze,2012,Nafta,4.0,Manual,1.8,Sedán,117000.0,Hidráulica,Delantera,5.0,141.0,10200.0
Chevrolet Cruze 1.4 Lt At Sedan,Ubicación no encontrada,1.4 Lt At Sedan,Blanco,Chevrolet,Cruze,2022,Nafta,4.0,Automática,1.4,Sedán,53327.0,Eléctrica,Delantera,5.0,153.0,16333.33
Chevrolet Cruze 1.8 Lt Mt 4 p,Bs.As. G.B.A. Sur,1.8 Lt Mt 4 p,Azul,Chevrolet,Cruze,2016,Nafta,4.0,Manual,1.8,Sedán,110000.0,Asistida,Delantera,5.0,141.0,11200.0
Chevrolet 2017 Cruze 1.4 5p Ltz,Ubicación no encontrada,1.4 Ltz At 153cv,Gris,Chevrolet,Cruze,2017,Nafta,5.0,Automática,1.4,Hatchback,147500.0,assisted,Delantera,5.0,141.0,15500.0
Chevrolet Cruze 1.4t Premier Ii At,Ubicación no encontrada,1.4T PREMIER II AT,,Chevrolet,Cruze,2021,Nafta,4.0,Automática,1.4,Sedán,39000.0,Eléctrica,Delantera,5.0,141.0,19500.0
Chevrolet Cruze 1.4 Lt At Sedan,Ubicación no encontrada,1.4 Lt At Sedan,Gris,Chevrolet,Cruze,2022,Nafta,4.0,Automática,1.4,Sedán,45000.0,Eléctrica,Delantera,5.0,153.0,19500.0
Chevrolet Cruze 4p 1.4 Turbo Lt Mt,Ubicación no encontrada,1.4 TURBO LT MT,Blanco,Chevrolet,Cruze,2019,Nafta,4.0,Automática,1.4,Sedán,125000.0,Eléctrica,Delantera,5.0,141.0,11000.0
Chevrolet Cruze 1.8 Lt Mt,Ubicación no encontrada,1.8 Lt Mt,Negro,Chevrolet,Cruze,2020,Nafta,4.0,Manual,1.8,Sedán,10200.0,Asistida,Delantera,5.0,141.0,13466.67
Chevrolet Cruze 1.4 5 Ptas Ltz,Santa Fe,1.4 5 PTAS LTZ,,Chevrolet,Cruze,2017,Nafta,5.0,Automática,1.8,Sedán,81000.0,Hidráulica,Delantera,5.0,141.0,12000.0
Chevrolet Cruze 1.8 Ltz Mt 4 p,Ubicación no encontrada,1.8 Ltz Mt 4 p,,Chevrolet,Cruze,2012,Nafta,4.0,Manual,1.8,Sedán,85000.0,Hidráulica,Delantera,5.0,141.0,8600.0
Chevrolet Cruze 1.8 Ltz Mt,Bs.As. G.B.A. Norte,1.8 Ltz Mt,,Chevrolet,Cruze,2013,Nafta,5.0,Manual,1.8,Hatchback,157000.0,Hidráulica,Delantera,5.0,141.0,10500.0
Chevrolet Cruze 1.8 Ltz Mt 5 p,Bs.As. G.B.A. Sur,1.8 Ltz Mt 5 p,,Chevrolet,Cruze,2013,Nafta,5.0,Manual,1.8,Hatchback,158000.0,Hidráulica,Delantera,5.0,141.0,24500.0
Chevrolet Cruze 1.4 Turbo Ltz,Bs.As. G.B.A. Norte,1.4 turbo ltz,,Chevrolet,Cruze,2017,Nafta,5.0,Automática,1.8,Sedán,50000.0,Hidráulica,Delantera,5.0,141.0,16000.0
Chevrolet Cruze 1.8 Ltz Mt 5 p,Santa Fe,1.8 Ltz Mt 5 p,,Chevrolet,Cruze,2012,Nafta,5.0,Manual,1.8,Hatchback,110000.0,Hidráulica,Delantera,5.0,141.0,6666.67
Chevrolet Cruze 1.8 Lt Mt 5 p,Ubicación no encontrada,1.8 Lt Mt 5 p,Blanco,Chevrolet,Cruze,2014,Nafta,5.0,Manual,1.8,Hatchback,128000.0,Hidráulica,Delantera,5.0,141.0,11500.0
Chevrolet Cruze 1.8 Lt Mt,Santa Fe,1.8 Lt Mt,,Chevrolet,Cruze,2020,Nafta,4.0,Manual,1.8,Sedán,68000.0,Asistida,Delantera,5.0,141.0,13333.33
Chevrolet Cruze 1.8 Ltz At 141cv,Ubicación no encontrada,1.8 Ltz At 141cv,,Chevrolet,Cruze,2016,Nafta,4.0,Automática,1.8,Sedán,149000.0,Hidráulica,Delantera,5.0,141.0,15000.0
Chevrolet Cruze Lt sedan,Bs.As. G.B.A. Sur,Lt sedan,Negro,Chevrolet,Cruze,2017,Nafta,4.0,Manual,1.4,Sedán,140000.0,Hidráulica,Delantera,5.0,163.0,11333.33
Chevrolet Cruze 1.8 Ltz Mt,Entre Ríos,1.8 Ltz Mt,Blanco,Chevrolet,Cruze,2014,Nafta,5.0,Manual,1.8,Hatchback,126000.0,Hidráulica,Delantera,5.0,141.0,11500.0
Chevrolet Cruze 1.8 Ltz Mt 5 p,Santa Fe,1.8 Ltz Mt 5 p,,Chevrolet,Cruze,2012,Nafta,5.0,Manual,1.8,Hatchback,160000.0,Hidráulica,Delantera,5.0,141.0,7800.0
Chevrolet Cruze 1.8 Ltz At,Capital Federal,1.8 Ltz At,,Chevrolet,Cruze,2013,Nafta,5.0,Automática,1.8,Hatchback,159000.0,Hidráulica,Delantera,5.0,141.0,9800.0
Chevrolet Cruze 2.0 Vcdi Sedan Ltz At 163cv,Ubicación no encontrada,2.0 Vcdi Sedan Ltz At 163cv,Celeste,Chevrolet,Cruze,2012,Diésel,4.0,Automática,2.0,Sedán,164179.0,Hidráulica,Delantera,5.0,163.0,7933.33
Chevrolet Cruze 1.4 Ltz At Sedan,Bs.As. G.B.A. Sur,1.4 Ltz At Sedan,Gris,Chevrolet,Cruze,2018,Nafta,4.0,Automática,1.4,Sedán,45000.0,Eléctrica,Delantera,5.0,153.0,18500.0
Chevrolet Cruze 1.4 Ltz At Sedan,Ubicación no encontrada,1.4 Ltz At Sedan,Gris,Chevrolet,Cruze,2018,Nafta,4.0,Automática,1.4,Sedán,110000.0,Eléctrica,Delantera,5.0,153.0,17900.0
Chevrolet Cruze 1.8 Ltz At 141cv,Ubicación no encontrada,1.8 Ltz At 141cv,,Chevrolet,Cruze,2017,Nafta,4.0,Automática,1.8,Sedán,71000.0,Hidráulica,Delantera,5.0,141.0,17000.0
