Título,Ubicación,Versión,Color,Marca,Modelo,Año,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Dirección,Control de tracción,Capacidad de personas,Potencia,Precio
Citroën C3 1.6 Exclusive Vti 115cv,Ubicación no encontrada,1.6 Exclusive Vti 115cv,Rojo,,C3,2013,Nafta,5,Manual,1.6,Hatchback,120000,Eléctrica,Delantera,5.0,115.0,7733.33
Citroën C3 1.6 Vti 115 Feel,Bs.As. G.B.A. Sur,1.6 Vti 115 Feel,Gris,,C3,2017,Nafta,5,Manual,1.6,Hatchback,91000,Eléctrica,Delantera,5.0,115.0,11000.0
Citroën C3 1.6 Vti 115 Feel,Córdoba,1.6 Vti 115 Feel,Blanco,,C3,2020,Nafta,5,Manual,1.6,Hatchback,48000,Eléctrica,Delantera,5.0,115.0,12900.0
Citroën C3 1.5 Soundtrack I 90cv,Ubicación no encontrada,1.5 Soundtrack I 90cv,,,C3,2016,Nafta,5,Manual,1.5,Hatchback,91000,Eléctrica,Delantera,5.0,90.0,10000.0
Citroën C3 1.6 I Exclusive Facelift,Ubicación no encontrada,1.6 I Exclusive Facelift,Gris,,C3,2009,Nafta,5,Manual,1.6,Hatchback,105000,Eléctrica,Delantera,5.0,106.0,5333.33
Citroën C3 1.6 Vti 115 Feel,Ubicación no encontrada,1.6 Vti 115 Feel,,,C3,2021,Nafta,5,Manual,1.6,Hatchback,26000,Eléctrica,Delantera,5.0,115.0,13666.67
Citroën C3 1.5 Tendance I 90cv,Bs.As. G.B.A. Norte,1.5 Tendance I 90cv,Azul,,C3,2013,Nafta,5,Manual,1.5,Hatchback,126000,Eléctrica,Delantera,5.0,90.0,7500.0
Citroën C3 1.5 I 90cv Tendance Pack Secure,Ubicación no encontrada,1.5 I 90cv Tendance Pack Secure,Rojo,,C3,2015,Nafta,5,Manual,1.5,Hatchback,61000,Eléctrica,Delantera,5.0,90.0,9900.0
Citroën C3 1.6 Vti 115 Live,Buenos Aires Interior,1.6 Vti 115 Live,,,C3,2018,Nafta,5,Manual,1.6,Hatchback,28000,Eléctrica,Delantera,5.0,115.0,13000.0
Citroën C3 1.6 16v Vti 115 First Edition,Bs.As. G.B.A. Oeste,1.6 16v Vti 115 First Edition,,,C3,2024,Nafta,5,Automática,1.6,Hatchback,700,Eléctrica,Delantera,5.0,90.0,16900.0
Citroën C3 1.6 I Exclusive,Capital Federal,1.6 I Exclusive,Gris,,C3,2005,Nafta,5,Manual,1.6,Hatchback,125000,Asistida,Delantera,5.0,110.0,6200.0
