Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Único dueño,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Potencia,Precio
Ferrari California California Turbo,Ubicación no encontrada,Ferrari,California,2015,California Turbo,Azul,Nafta,2,,,,1300,,,,,,,,490000.0
Audi SQ5 3.0 Tfsi Stronic 354cv,Ubicación no encontrada,Audi,SQ5,2019,3.0 Tfsi Stronic 354cv,,Nafta,5,Automática,3.0,SUV,100000,,,,Eléctrica,4x4,5.0,354.0,74000.0
BMW Serie M 3.0 M2,Bs.As. G.B.A. Norte,BMW,Serie M,2018,3.0 M2,Gris,Nafta,4,Automática,3.0,Coupé,14000,,,,Asistida,Trasera,4.0,370.0,96000.0
Audi RS3 2.5 Sedan 400cv,Bs.As. G.B.A. Norte,Audi,RS3,2019,2.5 Sedan 400cv,Negro,Nafta,4,Automática,2.5,Sedán,39800,,,,Eléctrica,Integral,4.0,400.0,92500.0
Ford Mustang 4.7 V8 Cabrio 1965,Ubicación no encontrada,Ford,Mustang,1965,4.7 V8 CONVERTIBLE,Rojo,Nafta,2,Manual,4.7,Coupé,46639,,,,assisted,Trasera,4.0,,110000.0
Mercedes-Benz Clase C 2.0 C300 Coupe 245cv,Ubicación no encontrada,,Clase C,2016,2.0 C300 Coupe 245cv,Gris,Nafta,2,Automática,2.0,Coupé,35000,,,,Asistida,,,,60000.0
BMW Serie 1 2.0 Xdrive M135 Performance,Ubicación no encontrada,BMW,Serie 1,2022,2.0 Xdrive M135 Performance,Gris,Nafta,5,Automática,2.0,Hatchback,14000,,,,,,,306.0,73900.0
Mercedes-Benz Clase C 3.0 V6 C43 4matic 390 Cv,Ubicación no encontrada,,Clase C,2021,3.0 V6 C43 4matic 390 Cv,,Nafta,4,Automática,3.0,Sedán,13000,,,,Eléctrica,Integral,5.0,390.0,95000.0
Audi A7 Sportback 3.0 Tfsi Stronic Quattro 333cv,Ubicación no encontrada,Audi,A7 Sportback,2019,3.0 Tfsi Stronic Quattro 333cv,Gris,Nafta,5,Automática,3.0,Hatchback,11000,,,,Eléctrica,Integral,4.0,310.0,68000.0
Audi Q3 Sportback 1.4 35tfsi Sportback 150 Cv,Capital Federal,Audi,Q3 Sportback,2021,1.4 35tfsi Sportback 150 Cv,,Nafta,5,Automática,1.4,SUV,15200,,,,Eléctrica,4x4,5.0,150.0,59900.0
Nissan 370Z 3.7 V6 Coupe At 333cv,Córdoba,Nissan,370Z,2012,3.7 V6 Coupe At 333cv,Gris,Nafta,2,Automática,3.7,Coupé,82000,,,,,Delantera,2.0,333.0,60000.0
Toyota Hilux 2.8 Cd Srx 177cv 4x4 At,Ubicación no encontrada,Toyota,Hilux,2023,2.8 Cd Srx 177cv 4x4 At,Blanco,Diésel,4,Automática,2.8,Pick-Up,1050,,,,Hidráulica,4x4,5.0,177.0,37450.0
Ford F-150 Raptor 3.5l Bi-turbo,Bs.As. G.B.A. Oeste,Ford,,2020,3.5l Bi-turbo,Azul,Nafta,4,Automática,3.5,Pick-Up,31000,,,,Eléctrica,4x4,5.0,456.0,89000.0
BMW Serie 2 3.0 240i M Package,Ubicación no encontrada,BMW,Serie 2,2019,3.0 240i M Package,,Nafta,2,Automática,3.0,Coupé,29000,,,,Asistida,Trasera,4.0,340.0,68000.0
Mercedes-Benz Clase GLC 3.0 Glc43 Amg 4matic 367cv,Ubicación no encontrada,,Clase GLC,2018,3.0 Glc43 Amg 4matic 367cv,Gris,Nafta,5,Automática,3.0,SUV,62000,,,,Eléctrica,Integral,5.0,367.0,98000.0
Audi Q7 3.0 Tdi 249cv Tiptronic Quattro,Ubicación no encontrada,Audi,Q7,2021,3.0 Tdi 249cv Tiptronic Quattro,Gris,Diésel,5,Automática,3.0,SUV,50000,,,,Asistida,Integral,5.0,245.0,109900.0
Mercedes-benz Amg Gtr 4.0 V8 585 Cv,Ubicación no encontrada,,GT,2019,R V8 585 CV,Verde,Nafta,3,Automática,,Coupé,7000,,,,Asistida,,,,410000.0
Mercedes Benz E 400 4matic Coupe Blindado Rb3 2018,Ubicación no encontrada,,Clase E,2018,E400 3.0 4MATIC COUPE BLINDADO RB3,Negro,Nafta,2,Automática,3.0,Coupé,25661,,,,hydraulic,Delantera,4.0,,89900.0
BMW X2 2.0 Sdrive 20i Msport X,Ubicación no encontrada,BMW,X2,2023,2.0 Sdrive 20i Msport X,,Nafta,5,Automática,2.0,SUV,11500,,,,Asistida,4x4,5.0,192.0,72900.0
Toyota Land Cruiser 4.0 Prado Vx At,Ubicación no encontrada,Toyota,Land Cruiser,2022,4.0 Prado Vx At,,Nafta,5,Automática,4.0,SUV,85000,,,,Hidráulica,4x4,8.0,275.0,110000.0
BMW X3 3.0 X3 Xdrive 35i M Package 306cv,Ubicación no encontrada,BMW,X3,2017,3.0 X3 Xdrive 35i M Package 306cv,,Nafta,5,Automática,3.0,SUV,40000,,,,Asistida,4x4,5.0,306.0,62000.0
Chevrolet Camaro 6.2 Coupe Ss V8,Ubicación no encontrada,Chevrolet,Camaro,2019,6.2 Coupe Ss V8,,Nafta,2,Manual,6.2,Coupé,20000,,,,Asistida,Trasera,2.0,405.0,91500.0
Jeep Wrangler 3.6 Rubicon 284hp Atx,Ubicación no encontrada,Jeep,Wrangler,2019,3.6 Rubicon 284hp Atx,Blanco,Nafta,3,Automática,3.6,SUV,7000,,,,Hidráulica,4x4,5.0,284.0,89900.0
BMW X6 3.0 Xdrive 35i Pure Extravagance,Córdoba,BMW,X6,2018,3.0 Xdrive 35i Pure Extravagance,,Nafta,5,Automática,3.0,SUV,84000,,,,Asistida,4x4,4.0,306.0,77000.0
Mercedes-Benz Clase GLA 2.0 Gla250 4Matic 224Cv,Ubicación no encontrada,,Clase GLA,2022,2.0 Gla250 4Matic 224Cv,Plateado,Nafta,5,Automática,2.0,SUV,18000,,,,,4x4,5.0,224.0,83900.0
Chevrolet Camaro 6.2 Coupe Ss V8,Ubicación no encontrada,Chevrolet,Camaro,2013,6.2 Coupe Ss V8,,Nafta,2,Manual,6.2,Coupé,61000,,,,Asistida,Trasera,2.0,405.0,61000.0
Audi SQ5 SQ5 3.0 TFSI Tiptronic quattro 354cv,Ubicación no encontrada,Audi,SQ5,2019,SQ5 3.0 TFSI Tiptronic quattro 354cv,Blanco,Nafta,4,Automática,3.0,Off-Road,90000,,,,Hidráulica,Delantera,5.0,354.0,66900.0
Jeep Grand Cherokee 6.4 Srt Atx 465hp At,Ubicación no encontrada,Jeep,Grand Cherokee,2018,6.4 Srt Atx 465hp At,Blanco,Nafta,5,Automática,6.4,SUV,74000,,,,Hidráulica,4x4,5.0,465.0,89000.0
Toyota SW4 srx 2.8 tdi 204 CV,Capital Federal,Toyota,SW4,2023,srx 2.8 tdi 204 CV,Negro,Diésel,5,Automática secuencial,,SUV,4800,,,,,4x4,7.0,204.0,91000.0
Jeep Wrangler 3.6 Rubicon 284hp Atx,Ubicación no encontrada,Jeep,Wrangler,2022,3.6 Rubicon 284hp Atx,Gris,Nafta,3,Automática,3.6,SUV,18000,,,,Hidráulica,4x4,5.0,284.0,108000.0
Land Rover Range Rover Velar P250s Kit R-dynamic Igual 0km,Ubicación no encontrada,Land Rover,Range Rover Velar,2019,P250s Kit R-dynamic,Gris,Nafta,5,Automática,,Off-Road,22000,,,,,,,,149000.0
BMW Serie M 3.0 M2,Ubicación no encontrada,BMW,Serie M,2018,3.0 M2,Azul,Nafta,4,Automática,3.0,Coupé,21000,,,,Asistida,Trasera,4.0,370.0,79900.0
BMW bmw M2 M2,Bs.As. G.B.A. Norte,BMW,bmw M2,2018,M2,,Nafta,2,Automática,3.0,Coupé,23000,,,,Asistida,Trasera,4.0,370.0,90000.0
BMW Serie 2 2.0 M240i Mpackage Lci Coupé,Ubicación no encontrada,BMW,Serie 2,2020,2.0 M240i Mpackage Lci Coupé,Gris,Nafta,2,Automática,2.0,Coupé,20700,,,,Asistida,Trasera,4.0,340.0,68000.0
BMW X4 2.0 Xdrive 28i Xline 245cv,Ubicación no encontrada,BMW,X4,2017,2.0 Xdrive 28i Xline 245cv,Blanco,Nafta,5,Automática,2.0,SUV,109000,,,,Asistida,4x4,5.0,245.0,41333.33
Mercedes-Benz Clase GLC 2.0 Glc250 300 4matic Atomático,Ubicación no encontrada,,Clase GLC,2017,2.0 Glc250 300 4matic Atomático,,Nafta,5,Automática,2.0,SUV,85912,,,,Asistida,4x4,5.0,211.0,68000.0
Porsche Cayenne 3.0 Diesel 245cv (958),Córdoba,Porsche,Cayenne,2013,,Gris,Diésel,5,Automática,3.0,SUV,79000,,,,Hidráulica,4x4,5.0,245.0,64000.0
Ram 1500 Night Edition 2023 0km Oportunidad Se Va Hoy!!! Le,Ubicación no encontrada,RAM,Ram Night Edition,2023,Night Edition,Gris,Nafta,4,Automática,,Pick-Up,1000,,,,Eléctrica,,,,63000.0
Toyota Land Cruiser 4.0 Prado Vx At,Ubicación no encontrada,Toyota,Land Cruiser,2021,4.0 Prado Vx At,,Nafta,5,Automática,4.0,SUV,57000,,,,Hidráulica,4x4,8.0,275.0,100000.0
Lexus NX 350H LUXURY,Ubicación no encontrada,Lexus,NX,2023,350H LUXURY,Gris,Nafta,5,Automática secuencial,,SUV,17000,,,,,4x4,5.0,197.0,95900.0
Porsche Boxster 2.7 245cv (987),Ubicación no encontrada,Porsche,Boxster,2008,,,Nafta,2,Manual,2.7,Coupé,36000,,,,Hidráulica,Trasera,2.0,245.0,75000.0
Toyota Hiace 2.8 Tdi Commuter 6at 14a,Ubicación no encontrada,Toyota,Hiace,2023,2.8 Tdi Commuter 6at 14a,,Diésel,4,Automática,2.8,,30000,,,,,Delantera,14.0,177.0,36666.67
Bmw M2,Córdoba,BMW,Serie 2,2018,BMW M2,Gris,Nafta,3,,,,17000,,,,,,,,95000.0
BMW X6 3.0 Xdrive 35i Pure Extravagance,Ubicación no encontrada,BMW,X6,2018,3.0 Xdrive 35i Pure Extravagance,Gris,Nafta,5,Automática,3.0,SUV,70000,,,,Asistida,4x4,4.0,306.0,77900.0
Mercedes-Benz Clase GLC 2.0 Glc250 300 4matic Atomático,Ubicación no encontrada,,Clase GLC,2018,2.0 Glc250 300 4matic Atomático,Plateado,Nafta,5,Automática,2.0,SUV,50000,,,,Asistida,4x4,5.0,211.0,75000.0
Porsche Cayman S Ii 3.4 S,Mendoza,Porsche,Cayman S Ii,2007,3.4 S,,Nafta,2,Automática,3.4,,47000,,,,Eléctrica,Trasera,5.0,295.0,72000.0
Porsche Taycan 0.0 4s 4p Eléctrico,Ubicación no encontrada,Porsche,Taycan,2023,0.0 4s 4p Eléctrico,Negro,Eléctrico,4,Automática,,,3000,,,,,Integral,,435.0,290000.0
BMW Serie 3 3.0 330i Sedan Sport Line Shadow,Ubicación no encontrada,BMW,Serie 3,2020,3.0 330i Sedan Sport Line Shadow,,Nafta,4,Manual,3.0,Sedán,19400,,,,Asistida,Trasera,5.0,184.0,63000.0
C300 City Aut,Ubicación no encontrada,,C300 City Aut,2019,C300 City Aut,Gris,Nafta,3,Automática,2.0,Coupé,63285,,,,,,,,63900.0
Audi R8 Coupé 5.2 610cv,Ubicación no encontrada,Audi,,2017,5.2 610cv,Negro,Nafta,2,Automática,5.2,Coupé,12000,,,,Eléctrica,Integral,2.0,610.0,450000.0
Mercedes-Benz Clase GLE 3.0 Gle400 Sport Coupe 4matic 333cv,Ubicación no encontrada,,Clase GLE,2019,3.0 Gle400 Sport Coupe 4matic 333cv,Plateado,Nafta,5,Automática,3.0,SUV,78000,,,,Eléctrica,Integral,5.0,333.0,105000.0
Jeep Grand Cherokee 6.4 Srt Atx 465hp At,Ubicación no encontrada,Jeep,Grand Cherokee,2018,6.4 Srt Atx 465hp At,Negro,Nafta,5,Automática,6.4,SUV,41900,,,,Hidráulica,4x4,5.0,465.0,80000.0
Mercedes-Benz Clase A 2.0 A250 Amg-line 224cv Hatch,Ubicación no encontrada,,Clase A,2020,2.0 A250 Amg-line 224cv Hatch,Azul,Nafta,5,Automática,2.0,Hatchback,32150,,,,Asistida,Delantera,5.0,224.0,70700.0
BMW Serie 2 2.0 M235I Xdrive Gran Coupe,Capital Federal,BMW,Serie 2,2023,2.0 M235I Xdrive Gran Coupe,Negro,Nafta,4,Automática,,,15000,,,,Asistida,Integral,4.0,306.0,83000.0
Mercedes-Benz Clase A 2.0 A250 Amg-line 224cv Sedan,Ubicación no encontrada,,Clase A,2020,2.0 A250 Amg-line 224cv Sedan,Gris,Nafta,4,Automática,2.0,Sedán,50600,,,,Asistida,Delantera,5.0,224.0,46550.0
Mercedes-Benz GTR 4.0 V8 Gt R 585 Cv,Ubicación no encontrada,,GTR,2020,4.0 V8 Gt R 585 Cv,,Nafta,2,Automática,4.0,Coupé,2700,,,,Asistida,Trasera,2.0,585.0,395000.0
Mercedes Benz C 300 C300 Amg Line Sedan 2023 Con 3.000 Km,Ubicación no encontrada,,Clase C,2023,C 300 AMG LINE SEDAN,Negro,Nafta,4,Automática,2.0,Sedán,3600,,,,Asistida,Trasera,,,85900.0
Porsche Cayenne 3.6 V6 300cv,Ubicación no encontrada,Porsche,Cayenne,2019,3.6 V6 300cv,Plateado,Nafta,5,Automática,3.6,SUV,49000,,,,Hidráulica,4x4,5.0,300.0,149000.0
Audi Q5 2.0 45 Tfsi Offroad 252cv,Ubicación no encontrada,Audi,Q5,2020,2.0 45 Tfsi Offroad 252cv,Gris,Nafta,5,Automática,2.0,SUV,62500,,,,Eléctrica,4x4,5.0,252.0,60000.0
Mercedes-Benz Sprinter 516 Cdi Furgón 4325 Te V2,Bs.As. G.B.A. Norte,,Sprinter,2021,516 Cdi Furgón 4325 Te V2,Blanco,Diésel,2,Manual,2.1,Furgón,7000,,,,Hidráulica,Delantera,20.0,150.0,199000.0
BMW X2 2.0 Sdrive20L,Ubicación no encontrada,BMW,X2,2019,2.0 Sdrive20L,,Nafta,5,Automática,2.0,,21154,,,,,,,,61000.0
Audi A7 Sportback 3.0 Tfsi Stronic Quattro 333cv,Bs.As. G.B.A. Norte,Audi,A7 Sportback,2017,3.0 Tfsi Stronic Quattro 333cv,,Nafta,5,Automática,3.0,Hatchback,43400,,,,Eléctrica,Integral,4.0,310.0,58000.0
Mercedes-Benz Clase C 2.0 C300 Coupe 258cv Sedan,Ubicación no encontrada,,Clase C,2023,2.0 C300 Coupe 258cv Sedan,Blanco,Nafta,4,Automática,2.0,Sedán,6700,,,,Asistida,Delantera,4.0,258.0,93000.0
RAM 2500 6.7 Laramie I Atx 350cv 4x4,Bs.As. G.B.A. Norte,RAM,2500,2020,6.7 Laramie I Atx 350cv 4x4,,Diésel,4,Automática,6.7,Pick-Up,86500,,,,Hidráulica,4x4,5.0,350.0,87000.0
Ford F-150 Raptor 3.5l Bi-turbo,Ubicación no encontrada,Ford,,2020,3.5l Bi-turbo,Azul,Nafta,4,Automática,3.5,Pick-Up,55000,,,,Eléctrica,4x4,5.0,456.0,90000.0
BMW X6 3.0 Xdrive 35i Pure Extravagance,Ubicación no encontrada,BMW,X6,2017,3.0 Xdrive 35i Pure Extravagance,Gris,Nafta,5,Automática,3.0,SUV,16700,,,,Asistida,4x4,4.0,306.0,92500.0
BMW Serie M 3.0 M2,Ubicación no encontrada,BMW,Serie M,2018,3.0 M2,Blanco,Nafta,3,Automática,3.0,Coupé,11300,,,,Asistida,Trasera,4.0,370.0,110000.0
Ford Mustang 5.0 Gt 421cv,Ubicación no encontrada,Ford,Mustang,2017,5.0 Gt 421cv,Blanco,Nafta,2,Manual,5.0,Coupé,41300,,,,Hidráulica,Trasera,2.0,421.0,72000.0
Porsche Panamera 4.8 Turbo 500cv (970),Ubicación no encontrada,Porsche,Panamera,2013,,Gris,Nafta,4,Automática,4.8,SUV,38000,,,,Asistida,Trasera,5.0,500.0,150000.0
Bmw Serie M 240 Xdrive 2023,Ubicación no encontrada,BMW,Serie M,2023,240 XDRIVE,Violeta oscuro,Nafta,5,Automática,2.0,,8000,,,,,,,,110000.0
BMW M2 M2,Ubicación no encontrada,BMW,M2,2018,M2,Blanco,Nafta,2,Automática,3.0,Coupé,11300,,,,Asistida,Trasera,4.0,370.0,110000.0
Audi S4 Rs3 S3 S5 C300 C63 E63 M2 M3 240 440 M1 340 540 535,Ubicación no encontrada,Audi,S4,2019,S4 CARBONO LLANTAS 19,Negro,Nafta,4,,,Sedán,32000,,,,Asistida,,,,75000.0
Mercedes-benz Sprinter Sprinter 417 4325,Capital Federal,,Sprinter,2024,Sprinter 417 4325,Gris,Diésel,4,,,,500,,,,,,,,62000.0
Toyota Land Cruiser 4.5 200 Vx 265cv At W/floormat,Tierra del Fuego,Toyota,Land Cruiser,2015,,Plateado,Diésel,5,Automática,4.5,SUV,56000,,,,,4x4,5.0,265.0,100000.0
Audi Q8 3.0 55 Tfsi Quattro,Ubicación no encontrada,Audi,Q8,2021,3.0 55 Tfsi Quattro,Gris,Nafta,5,Automática,3.0,SUV,43000,,,,Asistida,Integral,5.0,340.0,143000.0
Alfa Romeo Stelvio 2.0 280cv At Q4 Veloce,Ubicación no encontrada,Alfa Romeo,Stelvio,2022,2.0 280cv At Q4 Veloce,Negro,Nafta,5,Automática,2.0,SUV,4000,,,,Eléctrica,4x4,5.0,280.0,69000.0
Mercedes-benz Clase Glc 300 Coupe Amg Line,Ubicación no encontrada,,Clase GLC,2017,300 Coupe AMG Line,Azul,Nafta,4,Automática,2.0,Coupé,63000,,,,,,,,69500.0
RAM 1500 5.7 Laramie Atx V8,Bs.As. G.B.A. Norte,RAM,1500,2021,5.7 Laramie Atx V8,,Nafta,4,Automática,5.7,Pick-Up,19000,,,,Hidráulica,4x4,5.0,395.0,70000.0
Mercedes-Benz Clase GLC 2.0 Glc300 4matic Offroad At,Ubicación no encontrada,,Clase GLC,2023,2.0 Glc300 4matic Offroad At,Blanco,Nafta,5,Automática,2.0,Coupé,5000,,,,Asistida,4x4,5.0,258.0,131500.0
Mercedes-Benz Clase GLC 2.0 Glc300 4matic Offroad At,Bs.As. G.B.A. Norte,,Clase GLC,2020,2.0 Glc300 4matic Offroad At,,Nafta,5,Automática,2.0,Coupé,37000,,,,Asistida,4x4,5.0,258.0,79900.0
Ford F-150 5.0l V8 Lariat Luxury,Tucumán,Ford,,2021,5.0l V8 Lariat Luxury,,Nafta,4,Automática,5.0,Pick-Up,16000,,,,Eléctrica,4x4,5.0,400.0,85000.0
Volvo XC60 T6 Inscription,Ubicación no encontrada,Volvo,XC60,2020,T6 Inscription,Blanco,Nafta,5,,,,68000,,,,,,,,65900.0
Volkswagen Beetle 2.0 R Line,Misiones,Volkswagen,Beetle,2019,2.0 R line cabrio,Rojo,Nafta,2,Automática,2.0,Cabriolet,2000,,,,Asistida,,,,69999.0
Porsche 911 3.8 Carrera 4 S 400cv (991),Ubicación no encontrada,Porsche,911,2013,,,Nafta,2,Manual,3.8,Coupé,25900,,,,Eléctrica,Integral,2.0,400.0,212000.0
Toyota Hilux Pick-Up 2.8 Cd Srx 204Cv 4X4 At,Capital Federal,Toyota,,2023,2.8 Cd Srx 204Cv 4X4 At,Blanco,Diésel,4,Automática,2.8,Pick-Up,500,,,,Hidráulica,4x4,5.0,204.0,36666.67
Ford Ranger Raptor 3.0L V6 Ecoboost Biturbo Cabina Doble 4X4,Bs.As. G.B.A. Norte,Ford,Ranger Raptor,2024,3.0L V6 Ecoboost Biturbo Cabina Doble 4X4,,Nafta,4,Automática,3.0,Pick-Up,15500,,,,,4x4,5.0,397.0,78000.0
BMW Serie 2 2.0 M240i Mpackage Lci Coupé,Bs.As. G.B.A. Norte,BMW,Serie 2,2020,2.0 M240i Mpackage Lci Coupé,Blanco,Nafta,2,Automática,2.0,Coupé,21000,,,,Asistida,Trasera,4.0,340.0,67000.0
Porsche 911 CARRERA S,Ubicación no encontrada,Porsche,911,2005,CARRERA S,Negro,Nafta,2,,,Coupé,59918,,,,hydraulic,,,,129900.0
Mercedes-benz Clase Sl 5.4 Sl55 Roadster Amg,Ubicación no encontrada,,Clase SL,2005,Sl roaster,Plateado,Nafta,2,Automática,5.4,Coupé,48000,,,,Eléctrica,Trasera,2.0,517.0,89900.0
Jeep Wrangler 3.6 Rubicon 284hp Atx,Bs.As. G.B.A. Oeste,Jeep,Wrangler,2018,3.6 Rubicon 284hp Atx,,Nafta,3,Automática,3.6,SUV,29000,,,,Hidráulica,4x4,5.0,284.0,85000.0
Jeep Wrangler 3.6 Rubicon 284hp Atx,Santa Fe,Jeep,Wrangler,2018,3.6 Rubicon 284hp Atx,,Nafta,3,Automática,3.6,SUV,30000,,,,Hidráulica,4x4,5.0,284.0,76000.0
BMW Serie 4 2.0 430i Mpackage,Ubicación no encontrada,BMW,Serie 4,2023,2.0 430i Mpackage,,Nafta,2,Automática,2.0,Coupé,5000,,,,Eléctrica,Trasera,4.0,252.0,98000.0
Toyota Hiace 2.8 Tdi Furgón 6at L2h2 3a 5p,Bs.As. Costa Atlántica,Toyota,Hiace,2021,2.8 Tdi Furgón 6at L2h2 3a 5p,,Diésel,4,Automática,2.8,Furgón,8900,,,,,Delantera,3.0,177.0,69000.0
Volkswagen Amarok 3.0 V6 Extreme,Ubicación no encontrada,Volkswagen,Amarok,2023,3.0 V6 Extreme,Azul,Diésel,4,Automática,3.0,Pick-Up,7000,,,,,4x4,5.0,224.0,35933.33
BMW Serie M 3.0 M2,Ubicación no encontrada,BMW,Serie M,2017,3.0 M2,Azul,Nafta,4,Automática,3.0,Coupé,19000,,,,Asistida,Trasera,4.0,370.0,105000.0
Mercedes-Benz Clase A 1.3 A200 163cv Progressive Hatch,Bs.As. Costa Atlántica,,Clase A,2023,1.3 A200 163cv Progressive Hatch,,Nafta,5,Automática,1.3,Hatchback,111111,,,,Asistida,Delantera,5.0,163.0,44200.0
Bmw M 3 Aleman 1995,Ubicación no encontrada,BMW,Serie M,1995,M 3 Aleman,Negro,Nafta,2,Manual,3.2,Cabriolet,37458,,,,electronic,Delantera,5.0,,75000.0
Bmw M4 Competition Coupé,Bs.As. G.B.A. Norte,BMW,Serie M,2023,M4 Competition Coupé,Violeta,Nafta,2,Automática,,Coupé,1111,,,,Eléctrica,,,,230000.0
Ferrari 458 Italia 4.5 Italia,Bs.As. Costa Atlántica,Ferrari,458 Italia,2012,4.5 Italia,,Nafta,2,Automática,4.5,Coupé,25600,,,,Eléctrica,Trasera,2.0,570.0,750000.0
Porsche Macan 3.0 S 340cv,Ubicación no encontrada,Porsche,Macan,2016,3.0 S 340cv,Negro,Nafta,5,Manual,3.0,SUV,45000,,,,Hidráulica,4x4,5.0,340.0,103000.0
BMW Serie 2 2.0 220i Sport Line 184cv,Ubicación no encontrada,BMW,Serie 2,2018,2.0 220i Sport Line 184cv,Blanco,Nafta,2,Automática,2.0,Coupé,14700,,,,Asistida,Trasera,4.0,184.0,38000.0
Mercedes-Benz Clase C 2.0 C300 Coupe 245cv,Ubicación no encontrada,,Clase C,2018,2.0 C300 Coupe 245cv,Blanco,Nafta,2,Manual,2.0,Coupé,54580,,,,Asistida,Delantera,4.0,245.0,70000.0
Volkswagen Amarok 3.0 V6 Extreme,Ubicación no encontrada,Volkswagen,Amarok,2024,3.0 V6 Extreme,,Diésel,4,Automática,3.0,Pick-Up,500,,,,,4x4,5.0,258.0,36000.0
Porsche 911 3.8 Gt3 Rs 450cv (997),Ubicación no encontrada,Porsche,911,2011,,Azul,Nafta,2,Manual,3.8,Coupé,17000,,,,Asistida,Trasera,2.0,450.0,123321.0
Ford F-150 5.0l V8 Lariat Luxury,Ubicación no encontrada,Ford,,2021,5.0l V8 Lariat Luxury,Azul,Nafta,4,Automática,5.0,Pick-Up,20600,,,,Eléctrica,4x4,5.0,400.0,78000.0
Grand Cherokee Limited 2018,Ubicación no encontrada,Jeep,Cherokee,2018,Limited,Blanco,Nafta,5,Automática,,SUV,99000,,,,Asistida,,,,36666.67
Ford F-150 Raptor 3.5l Bi-turbo,Ubicación no encontrada,Ford,,2020,3.5l Bi-turbo,,Nafta,4,Automática,3.5,Pick-Up,59000,,,,Eléctrica,4x4,5.0,456.0,89500.0
Mercedes-benz Gts Gts,Bs.As. G.B.A. Norte,,GTS,2017,Gts,Blanco,Nafta,2,Automática secuencial,,Coupé,7500,,,,,,,,310000.0
Audi TT 2.0 T Fsi 230cv,Ubicación no encontrada,Audi,TT,2018,2.0 T Fsi 230cv,Negro,Nafta,2,Automática,2.0,Coupé,4000,,,,Eléctrica,Delantera,4.0,230.0,69900.0
BMW Serie 1 2.0 Xdrive M135 Performance,Ubicación no encontrada,BMW,Serie 1,2024,2.0 Xdrive M135 Performance,Negro,Nafta,5,Automática,2.0,Hatchback,1700,,,,Asistida,,,306.0,86000.0
Alfa Romeo Stelvio 2.0 280cv At Q4 Veloce,Ubicación no encontrada,Alfa Romeo,Stelvio,2022,2.0 280cv At Q4 Veloce,,Nafta,5,Automática,2.0,SUV,12000,,,,Eléctrica,4x4,5.0,280.0,79900.0
"Audi S5 Sportback 3,0tfsi V6 (354cv)",Ubicación no encontrada,Audi,S5 Sportback,2018,,Negro,Nafta,4,Automática secuencial,,Sedán,44000,,,,Asistida,,,,72000.0
Mercedes-benz 300c Slk 350,Capital Federal,,350,2013,SLK 350,,Nafta,3,,,,14000,,,,,,,,62500.0
RAM 1500 5.7 Laramie Atx V8,Ubicación no encontrada,RAM,1500,2023,5.7 Laramie Atx V8,Azul,Nafta,4,Automática,5.7,Pick-Up,1000,,,,Hidráulica,4x4,5.0,395.0,80000.0
Mercedes-Benz Clase E 3.0 E400 Amg-line 333cv,Ubicación no encontrada,,Clase E,2018,3.0 E400 Amg-line 333cv,Blanco,Nafta,4,Automática,3.0,Coupé,20000,,,,Eléctrica,Delantera,4.0,333.0,64999.0
BMW X5 3.0 Xdrive 35i 306cv Pure Excellence,Ubicación no encontrada,BMW,X5,2020,3.0 Xdrive 35i 306cv Pure Excellence,,Nafta,5,Automática,3.0,SUV,44000,,,,Asistida,4x4,5.0,306.0,116000.0
BMW X6 3.0 Xdrive 35i Sportive 306cv,Ubicación no encontrada,BMW,X6,2016,3.0 Xdrive 35i Sportive 306cv,,Nafta,5,Automática,3.0,SUV,160000,,,,Asistida,4x4,4.0,306.0,60000.0
Chevrolet Camaro 6.2 Convertible Ss V8,Ubicación no encontrada,Chevrolet,Camaro,2020,6.2 Convertible Ss V8,,Nafta,2,Manual,6.2,Cabriolet,83000,,,,Asistida,Trasera,2.0,405.0,78000.0
Jeep Wrangler 3.6 Unlimited 284hp Atx,Buenos Aires Interior,Jeep,Wrangler,2011,3.6 Unlimited 284hp Atx,,Nafta,3,Automática,3.6,SUV,55000,,,,Hidráulica,4x4,4.0,202.0,85000.0
Dodge Ram 1500 Slt Laramie,Ubicación no encontrada,Dodge,Ram,2022,1500 SLT LARAMIE,,Nafta,4,,,,36900,,,,,,,,60000.0
Mercedes-Benz Clase SLK 1.8 Slk250 Cgi B.efficiency At,Córdoba,,Clase SLK,2015,1.8 Slk250 Cgi B.efficiency At,Gris,Nafta,3,,,Coupé,46000,,,,,,,,67000.0
Foton Auman 245 Auman 245,Chubut,Foton,Auman 245,2024,Auman 245,,Diésel,2,,,,100,,,,,,,,46666.67
Mercedes-Benz Clase GLC 2.0 Glc250 300 4matic Atomático,Bs.As. G.B.A. Oeste,,Clase GLC,2018,2.0 Glc250 300 4matic Atomático,Blanco,Nafta,5,Automática,2.0,SUV,63000,,,,Asistida,4x4,5.0,211.0,75000.0
BMW X4 3.0 Xdrive 35i 306cv M Package,Córdoba,BMW,X4,2016,3.0 Xdrive 35i 306cv M Package,Negro,Nafta,5,Automática,3.0,SUV,11111,,,,Asistida,4x4,5.0,306.0,70000.0
