Título,Ubicación,Versión,Color,Marca,Modelo,Año,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Dirección,Control de tracción,Capacidad de personas,Potencia,Precio
Chevrolet S10 2.8 Lt Cd Tdci 200cv 4x4,Ubicación no encontrada,2.8 Lt Cd Tdci 200cv 4x4,Gris,Chevrolet,S10,2020,Diésel,4.0,Manual,2.8,Pick-Up,18900.0,Asistida,4x4,5.0,200.0,28000.0
Chevrolet S10 2.8 G4 Cd Dlx 4x4 Electronico,Ubicación no encontrada,2.8 G4 Cd Dlx 4x4 Electronico,,Chevrolet,S10,2008,Diésel,4.0,Manual,2.8,Pick-Up,300000.0,Hidráulica,4x4,4.0,140.0,9000.0
Chevrolet S10 2.8 Cd 4x2 Ls Tdci 200cv,Buenos Aires Interior,2.8 Cd 4x2 Ls Tdci 200cv,,Chevrolet,S10,2015,Diésel,4.0,Manual,2.8,Pick-Up,219000.0,Hidráulica,4x2,5.0,200.0,14800.0
Chevrolet S10 2.8 Ls Cs Tdci 200cv,Ubicación no encontrada,2.8 Ls Cs Tdci 200cv,Blanco,Chevrolet,S10,2017,Diésel,4.0,Manual,2.8,Pick-Up,200000.0,Hidráulica,4x2,2.0,200.0,14533.33
Chevrolet S10 2.8 Ls Cd Tdci 200cv,Ubicación no encontrada,2.8 Ls Cd Tdci 200cv,Azul,Chevrolet,S10,2017,Diésel,4.0,Manual,2.8,Pick-Up,200000.0,Hidráulica,4x2,5.0,200.0,16000.0
Chevrolet S10 2.8 Ls Cd Tdci 200cv 4x2,Capital Federal,2.8 Ls Cd Tdci 200cv 4x2,Plateado,Chevrolet,S10,2018,Diésel,4.0,Manual,2.8,Pick-Up,52000.0,Asistida,4x2,5.0,200.0,20000.0
Chevrolet S10 2.8 Cd 4x2 Ls Tdci 200cv,Bs.As. G.B.A. Oeste,2.8 Cd 4x2 Ls Tdci 200cv,Gris,Chevrolet,S10,2016,Diésel,4.0,Manual,2.8,Pick-Up,230000.0,Hidráulica,4x2,5.0,200.0,15200.0
Chevrolet S10 2.8 Cd 4x2 Ltz Tdci 200cv,Bs.As. G.B.A. Oeste,2.8 Cd 4x2 Ltz Tdci 200cv,,Chevrolet,S10,2015,Diésel,4.0,Manual,2.8,Pick-Up,78000.0,Asistida,4x2,5.0,200.0,18000.0
Chevrolet S10 2.8 Ls Cd Tdci 200cv,Córdoba,2.8 Ls Cd Tdci 200cv,Plateado,Chevrolet,S10,2017,Diésel,4.0,Manual,2.8,Pick-Up,147000.0,Hidráulica,4x2,5.0,200.0,14000.0
Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,Bs.As. G.B.A. Sur,2.8 Cd 4x4 Ltz Tdci 200cv At,Gris,Chevrolet,S10,2020,Diésel,4.0,Automática,2.8,Pick-Up,85000.0,Asistida,4x4,5.0,200.0,26500.0
Chevrolet S10 2.8 4x2 Dc Dlx,Ubicación no encontrada,2.8 4x2 Dc Dlx,Gris,Chevrolet,S10,2006,Diésel,4.0,Manual,2.8,Pick-Up,1111111.0,Hidráulica,4x2,5.0,200.0,6333.33
Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,Santa Fe,2.8 Cd 4x4 Ltz Tdci 200cv At,,Chevrolet,S10,2019,Diésel,4.0,Automática,2.8,Pick-Up,50000.0,Asistida,4x4,5.0,200.0,23000.0
Chevrolet S10 2.8 Midnight Cd Tdci 200Cv,Ubicación no encontrada,2.8 Midnight Cd Tdci 200Cv,Negro,Chevrolet,S10,2024,Diésel,4.0,Manual,2.8,Pick-Up,1500.0,Asistida,4x4,5.0,200.0,27200.0
Chevrolet S10 2.8 Ls Cd Tdci 200cv,Ubicación no encontrada,2.8 Ls Cd Tdci 200cv,,Chevrolet,S10,2017,Diésel,4.0,Manual,2.8,Pick-Up,169000.0,Hidráulica,4x2,5.0,200.0,13866.67
Chevrolet S10 2.8 4x2 Dc,Buenos Aires Interior,2.8 4x2 Dc,,Chevrolet,S10,2003,Diésel,4.0,Manual,2.8,Pick-Up,280000.0,,4x2,5.0,200.0,4666.67
Chevrolet S10 2.8 High Country Cd Tdci 200cv Automática,Ubicación no encontrada,2.8 High Country Cd Tdci 200cv Automática,Blanco,Chevrolet,S10,2019,Diésel,4.0,Automática,2.8,Pick-Up,60000.0,Asistida,4x4,5.0,200.0,28500.0
Chevrolet S10 2.8 Lt Cd Tdci 200cv 4x4,Ubicación no encontrada,2.8 Lt Cd Tdci 200cv 4x4,Blanco,Chevrolet,S10,2020,Diésel,4.0,Manual,2.8,Pick-Up,51400.0,Asistida,4x4,5.0,200.0,22666.67
Chevrolet S10 2.8 High Country Cd Tdci 200cv,Ubicación no encontrada,2.8 High Country Cd Tdci 200cv,Blanco,Chevrolet,S10,2017,Diésel,4.0,Manual,2.8,Pick-Up,130000.0,Asistida,4x2,5.0,200.0,18666.67
Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,Ubicación no encontrada,2.8 Cd 4x4 Ltz Tdci 200cv At,Blanco,Chevrolet,S10,2024,Diésel,4.0,Automática,2.8,Pick-Up,1000.0,Asistida,4x4,5.0,200.0,27700.0
